Numurs,stils,dizains,Jauns,Apkārtne,Mēbeles,Santehnika,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,baseins,restorāns,apkalpošana numura,brokastis,bārs
878,0,0,0,0,0,0,2014,8.4,9.1,0,3,137,30,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
879,0,0,0,0,0,0,2014,8.4,9.1,0,1,108,30,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
880,0,0,0,0,0,0,2014,8.4,9.1,0,2,133,32,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
881,0,0,0,0,0,0,2014,8.4,9.1,0,2,141,32,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
882,0,0,0,0,0,0,2014,8.4,9.1,0,3,147,32,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
883,0,0,0,0,0,0,2014,8.4,9.1,0,3,155,32,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
884,0,0,0,0,0,0,2014,8.4,9.1,0,1,127,32,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
885,0,0,0,0,0,0,2011,8.2,9.1,0,2,57,15,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
886,0,0,0,0,0,0,2010,8.4,8.3,0,2,95,25,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1
887,0,0,0,0,0,0,2010,8.4,8.3,0,2,85,25,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1
888,0,0,0,0,0,0,2010,7.8,9.1,0,2,46,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
889,0,0,0,0,0,0,2010,7.8,9.1,0,4,66,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
890,0,0,0,0,0,0,2010,7.8,9.1,0,1,29,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
891,0,0,0,0,0,0,2016,9.5,8.6,2,2,60,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
892,0,0,0,0,0,0,2016,9.5,8.6,2,3,79,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
893,0,0,0,0,0,0,2016,9.5,8.6,2,4,80,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
894,0,0,0,0,0,0,2016,9.5,8.6,2,5,100,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
895,0,0,0,0,0,0,2016,9.5,8.6,2,6,105,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
896,0,0,0,0,0,0,2016,9.5,8.6,2,1,50,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
897,0,0,0,0,0,0,2016,9.5,8.6,2,2,60,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
898,0,0,0,0,0,0,2016,9.5,8.6,2,3,80,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
899,0,0,0,0,0,0,2016,9.5,8.6,2,4,85,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
900,0,0,0,0,0,0,2016,9.5,8.6,2,1,55,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
901,0,0,0,0,0,0,2022,9.6,9.5,1,2,68,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
902,0,0,0,0,0,0,2022,9.6,9.5,1,3,72,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
903,0,0,0,0,0,0,2022,9.6,9.5,1,2,70,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
904,0,0,0,0,0,0,2022,9.6,9.5,1,3,77,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
905,0,0,0,0,0,0,2017,9.1,9.1,0,2,40,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
906,0,0,0,0,0,0,2017,9.1,9.1,0,2,40,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
907,0,0,0,0,0,0,2017,9.1,9.1,0,2,40,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
908,0,0,0,0,0,0,2017,9.1,9.1,0,4,55,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
909,0,0,0,0,0,0,2013,7.8,9.5,0,2,40,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
910,0,0,0,0,0,0,2013,7.8,9.5,0,1,30,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
911,0,0,0,0,0,0,2013,7.8,9.5,0,2,45,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
912,0,0,0,0,0,0,2013,7.8,9.5,0,1,35,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
913,0,0,0,0,0,0,2013,7.8,9.5,0,2,65,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
914,0,0,0,0,0,0,2013,7.8,9.5,0,1,55,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
915,0,0,0,0,0,0,2015,9.5,9.8,1,3,59,44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,2015,9.5,9.8,1,4,67,44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,2020,8.4,8.4,0,2,53,35,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
918,0,0,0,0,0,0,2020,8.4,8.4,0,2,63,46,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
919,0,0,0,0,0,0,2020,8.4,8.4,0,1,57,46,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
920,0,0,0,0,0,0,2020,8.4,8.4,0,2,98,35,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
921,0,0,0,0,0,0,2020,8.4,8.4,0,2,108,35,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
922,0,0,0,0,0,0,2020,8.4,8.4,0,2,118,45,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
923,0,0,0,0,0,0,2020,8.4,8.4,0,2,138,35,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
924,0,0,0,0,0,0,2020,8.4,8.4,0,2,148,45,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
925,0,0,0,0,0,0,2020,8.4,8.4,0,2,150,42,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
926,0,0,0,0,0,0,2020,8.4,8.4,0,3,148,42,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
927,0,0,0,0,0,0,2020,8.4,8.4,0,3,83,48,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
928,0,0,0,0,0,0,2020,8.4,8.4,0,3,158,37,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
929,0,0,0,0,0,0,2020,8.4,8.4,0,3,178,42,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
930,0,0,0,0,0,0,2020,8.4,8.4,0,3,188,46,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
931,0,0,0,0,0,0,2020,8.4,8.4,0,4,98,58,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
932,0,0,0,0,0,0,2020,8.4,8.4,0,4,108,43,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
933,0,0,0,0,0,0,2020,8.4,8.4,0,4,118,59,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
934,0,0,0,0,0,0,2020,8.4,8.4,0,4,198,43,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
935,0,0,0,0,0,0,2020,8.4,8.4,0,4,218,59,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
936,0,0,0,0,0,0,2020,8.4,8.4,0,4,227,43,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
937,0,0,0,0,0,0,2019,9.1,9.1,1,2,105,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
938,0,0,0,0,0,0,2019,9.1,9.1,1,1,90,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
939,0,0,0,0,0,0,2019,9.1,9.1,1,2,115,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
940,0,0,0,0,0,0,2019,9.1,9.1,1,1,100,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
941,0,0,0,0,0,0,2019,9.1,9.1,1,2,120,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
942,0,0,0,0,0,0,2019,9.1,9.1,1,3,130,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
943,0,0,0,0,0,0,2019,9.1,9.1,1,4,140,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
944,0,0,0,0,0,0,2019,9.1,9.1,1,1,110,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
945,0,0,0,0,0,0,2019,9.1,9.1,1,2,130,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
946,0,0,0,0,0,0,2019,9.1,9.1,1,3,145,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
947,0,0,0,0,0,0,2019,9.1,9.1,1,2,130,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
948,0,0,0,0,0,0,2019,9.1,9.1,1,3,140,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
949,0,0,0,0,0,0,2019,9.1,9.1,1,4,150,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
950,0,0,0,0,0,0,2019,9.1,9.1,1,4,140,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
951,0,0,0,0,0,0,2019,9.1,9.1,1,5,155,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
952,0,0,0,0,0,0,2019,9.1,9.1,1,6,170,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
953,0,0,0,0,0,0,2012,9.2,8.8,1,3,48,38,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
954,0,0,0,0,0,0,2012,9.2,8.8,1,4,50,38,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
955,0,0,0,0,0,0,2012,9.2,8.8,1,1,45,38,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
956,0,0,0,0,0,0,2016,9.1,9.3,1,2,77,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
957,0,0,0,0,0,0,2016,9.1,9.3,1,3,81,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
958,0,0,0,0,0,0,2016,9.1,9.3,1,4,90,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
959,0,0,0,0,0,0,2016,9.1,9.3,1,5,104,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
960,0,0,0,0,0,0,2016,9.1,9.3,1,6,117,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
961,0,0,0,0,0,0,2016,9.1,9.3,1,7,131,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
962,0,0,0,0,0,0,2016,9.1,9.3,1,8,149,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
963,0,0,0,0,0,0,2016,9.1,9.3,1,1,182,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
964,0,0,0,0,0,0,2009,7.9,8.6,0,2,55,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
965,0,0,0,0,0,0,2009,7.9,8.6,0,2,85,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
966,0,0,0,0,0,0,2009,7.9,8.6,0,1,51,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
967,0,0,0,0,0,0,2010,8,9.2,0,2,49,28,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
968,0,0,0,0,0,0,2010,8,9.2,0,2,59,28,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
969,0,0,0,0,0,0,2010,8,9.2,0,2,69,28,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
970,0,0,0,0,0,0,2010,8,9.2,0,4,80,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
971,0,0,0,0,0,0,2010,8,9.2,0,6,120,30,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
972,0,0,0,0,0,0,2010,8,9.2,0,11,260,60,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
973,0,0,0,0,0,0,2014,9.1,9.6,1,2,81,55,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
974,0,0,0,0,0,0,2014,9.1,9.6,1,2,81,70,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
975,0,0,0,0,0,0,2014,9.1,9.6,1,4,108,80,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
976,0,0,0,0,0,0,2014,9.1,9.6,1,6,108,85,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
977,0,0,0,0,0,0,2012,8.1,8.3,0,2,45,15,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
978,0,0,0,0,0,0,2012,8.1,8.3,0,2,60,15,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
979,0,0,0,0,0,0,2010,8.4,9.7,1,2,55,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
980,0,0,0,0,0,0,2010,8.4,9.7,1,1,50,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
981,0,0,0,0,0,0,2010,8.4,9.7,1,2,55,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
982,0,0,0,0,0,0,2010,8.4,9.7,1,3,60,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
983,0,0,0,0,0,0,2010,8.4,9.7,1,4,65,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
984,0,0,0,0,0,0,2010,8.4,9.7,1,5,70,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
985,0,0,0,0,0,0,2010,8.4,9.7,1,5,90,50,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
986,0,0,0,0,0,0,2019,9,9.2,1,2,39,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
987,0,0,0,0,0,0,2019,9,9.2,1,3,46,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
988,0,0,0,0,0,0,2019,9,9.2,1,4,53,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
989,0,0,0,0,0,0,2019,9,9.2,1,1,36,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
990,0,0,0,0,0,0,2019,9.7,9.5,2,2,215,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
991,0,0,0,0,0,0,2019,9.7,9.5,2,3,220,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
992,0,0,0,0,0,0,2019,9.7,9.5,2,4,225,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
993,0,0,0,0,0,0,2019,9.7,9.5,2,5,230,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
994,0,0,0,0,0,0,2019,9.7,9.5,2,6,235,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
995,0,0,0,0,0,0,2019,9.7,9.5,2,7,240,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
996,0,0,0,0,0,0,2019,9.7,9.5,2,8,245,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
997,0,0,0,0,0,0,2019,9.7,9.5,2,9,250,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
998,0,0,0,0,0,0,2019,9.7,9.5,2,10,255,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
999,0,0,0,0,0,0,2019,9.7,9.5,2,11,260,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1000,0,0,0,0,0,0,2019,9.7,9.5,2,12,265,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1001,0,0,0,0,0,0,2019,9.7,9.5,2,13,270,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1002,0,0,0,0,0,0,2019,9.7,9.5,2,14,275,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1003,0,0,0,0,0,0,2019,9.7,9.5,2,15,280,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1004,0,0,0,0,0,0,2019,9.7,9.5,2,1,210,120,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1005,0,0,0,0,0,0,2013,9.1,9.1,0,2,50,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1006,0,0,0,0,0,0,2013,9.1,9.1,0,3,65,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1007,0,0,0,0,0,0,2013,9.1,9.1,0,1,30,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1008,0,0,0,0,0,0,2013,9.1,9.1,0,2,50,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1009,0,0,0,0,0,0,2013,9.1,9.1,0,5,65,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1010,0,0,0,0,0,0,2013,9.1,9.1,0,1,30,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1011,0,0,0,0,0,0,2013,9.1,9.6,0,2,59,15,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1012,0,0,0,0,0,0,2013,9.1,9.6,0,2,69,18,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1013,0,0,0,0,0,0,2013,9.1,9.6,0,2,95,20,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1014,0,0,0,0,0,0,2013,9.1,9.6,0,4,119,20,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1015,0,0,0,0,0,0,2013,9.1,9.6,0,2,97,25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1016,0,0,0,0,0,0,2013,9.1,9.6,0,4,110,25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1017,0,0,0,0,0,0,2013,9.1,9.6,0,6,129,25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1018,0,0,0,0,0,0,2013,9.1,9.6,0,1,39,25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1019,0,0,0,0,0,0,2016,8.9,9.3,0,2,94,24,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1020,0,0,0,0,0,0,2016,8.9,9.3,0,2,118,24,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1021,0,0,0,0,0,0,2016,8.9,9.3,0,1,99,24,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1022,0,0,0,0,0,0,2016,8.9,9.3,0,2,82,27,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1023,0,0,0,0,0,0,2016,8.9,9.3,0,2,118,27,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1024,0,0,0,0,0,0,2016,8.9,9.3,0,1,99,27,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1025,0,0,0,0,0,0,2016,8.9,9.3,0,2,100,25,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1026,0,0,0,0,0,0,2016,8.9,9.3,0,2,136,25,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1027,0,0,0,0,0,0,2016,8.9,9.3,0,1,117,25,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1028,0,0,0,0,0,0,2016,8.9,9.3,0,2,167,38,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1029,0,0,0,0,0,0,2016,8.9,9.3,0,2,203,38,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1030,0,0,0,0,0,0,2016,8.9,9.3,0,3,207,38,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1031,0,0,0,0,0,0,2016,8.9,9.3,0,3,261,38,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1032,0,0,0,0,0,0,2016,8.9,9.3,0,1,184,38,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1033,0,0,0,0,0,0,2016,8.9,9.3,0,2,185,38,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1034,0,0,0,0,0,0,2016,8.9,9.3,0,2,221,38,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1035,0,0,0,0,0,0,2016,8.9,9.3,0,3,225,38,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1036,0,0,0,0,0,0,2016,8.9,9.3,0,3,279,38,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1037,0,0,0,0,0,0,2009,8.9,9.3,0,2,64,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1038,0,0,0,0,0,0,2009,8.9,9.3,0,2,81,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1039,0,0,0,0,0,0,2009,8.9,9.3,0,3,119,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1040,0,0,0,0,0,0,2009,8.9,9.3,0,4,128,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1041,0,0,0,0,0,0,2009,8.9,9.3,0,5,136,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1042,0,0,0,0,0,0,2009,8.9,9.3,0,6,149,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1043,0,0,0,0,0,0,2009,8.9,9.3,0,7,175,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1044,0,0,0,0,0,0,2010,9.2,9.6,0,2,75,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1045,0,0,0,0,0,0,2010,9.2,9.6,0,1,29,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1046,0,0,0,0,0,0,2010,9.2,9.6,0,1,30,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1047,0,0,0,0,0,0,2010,9.2,9.6,0,1,33,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1048,0,0,0,0,0,0,2005,7.8,8,0,2,53,17,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1049,0,0,0,0,0,0,2005,7.8,8,0,2,74,22,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1050,0,0,0,0,0,0,2005,7.8,8,0,2,93,18,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1051,0,0,0,0,0,0,2005,7.8,8,0,3,74,22,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1052,0,0,0,0,0,0,2005,7.8,8,0,4,93,15,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1053,0,0,0,0,0,0,2005,7.8,8,0,1,46,15,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1054,0,0,0,0,0,0,2022,9.4,9.7,1,2,100,25,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
1055,0,0,0,0,0,0,2022,9.4,9.7,1,3,103,25,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
1056,0,0,0,0,0,0,2022,9.4,9.7,1,4,106,25,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
1057,0,0,0,0,0,0,2022,9.4,9.7,1,1,97,25,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
1058,0,0,0,0,0,0,2022,9.4,9.7,1,2,145,60,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
1059,0,0,0,0,0,0,2022,9.4,9.7,1,3,148,60,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
1060,0,0,0,0,0,0,2022,9.4,9.7,1,4,151,60,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
1061,0,0,0,0,0,0,2022,9.4,9.7,1,5,154,60,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
1062,0,0,0,0,0,0,2022,9.4,9.7,1,1,142,60,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
1063,0,0,0,0,0,0,2023,9.4,9.5,0,2,40,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1064,0,0,0,0,0,0,2023,9.4,9.5,0,2,50,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1065,0,0,0,0,0,0,2023,9.4,9.5,0,3,55,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1066,0,0,0,0,0,0,2023,9.4,9.5,0,5,65,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1067,0,0,0,0,0,0,2009,7.8,8.1,0,2,49,15,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
1068,0,0,0,0,0,0,2009,7.8,8.1,0,2,60,15,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
1069,0,0,0,0,0,0,2009,7.8,8.1,0,2,85,28,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
1070,0,0,0,0,0,0,2009,7.8,8.1,0,2,100,57,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
1071,0,0,0,0,0,0,2009,7.8,8.1,0,3,65,21,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
1072,0,0,0,0,0,0,2009,7.8,8.1,0,3,82,21,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
1073,0,0,0,0,0,0,2009,7.8,8.1,0,1,40,15,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
1074,0,0,0,0,0,0,2009,7.8,8.1,0,1,46,15,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
1075,0,0,0,0,0,0,2023,9.4,9.4,0,2,46,15,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1076,0,0,0,0,0,0,2023,9.4,9.4,0,1,41,15,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1077,0,0,0,0,0,0,2009,9.2,9.8,0,2,100,15,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1078,0,0,0,0,0,0,2009,9.2,9.8,0,2,105,15,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1079,0,0,0,0,0,0,2009,9.2,9.8,0,2,130,22,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1080,0,0,0,0,0,0,2009,9.2,9.8,0,2,170,55,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1081,0,0,0,0,0,0,2010,9.3,8.7,0,2,60,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1082,0,0,0,0,0,0,2010,9.3,8.7,0,2,75,34,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
